,Z-1,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9,Z-10,Z-11,Z-12,Z-13,Z-14,Z-15,Z-16,Z-17,Z-18,Z-19,Z-20,Z-21,Z-22,Z-23,Z-24,Z-25,Z-26,Z-27,Z-28,Z-29,Z-30,Z-31,Z-32,Z-33,Z-34,Z-35,Z-36,Z-37,Z-38,Z-39,Z-40,Z-41,Z-42,Z-43,Z-44,Z-45,Z-46,Z-47,Z-48,Z-49,Z-50,Z-51,Z-52,Z-53,Z-54,Z-55,Z-56,Z-57,Z-58,Z-59,Z-60,Z-61,Z-62,Z-63,Z-64,Z-65,Z-66,Z-67,Z-68,Z-69,Z-70,Z-71,Z-72,Z-73,Z-74,Z-75,Z-76,Z-77,Z-78,Z-79,Z-80,Z-81,Z-82,Z-83,Z-84,Z-85,Z-86,Z-87,Z-88,Z-89,Z-90,Z-91,Z-92,Z-93,Z-94,Z-95,Z-96,Z-97,Z-98,Z-99,Z-100,Z-101,Z-102,Z-103,Z-104,Z-105,Z-106,Z-107,Z-108,Z-109,Z-110,Z-111,Z-112,Z-113,Z-114,Z-115,Z-116,Z-117,Z-118,Z-119,Z-120,Z-121,Z-122,Z-123,Z-124,Z-125,Z-126,Z-127,Z-128,Z-129,Z-130,Z-131,Z-132,Z-133,Z-134,Z-135,Z-136,Z-137
Z-125,113115.9,inf,118406.7,94863.8,149137.29,148354.48,44170.53,74261.76,143080.76,30846.14,127003.99,95120.14,49755.51,135191.94,176767.66,116092.83,59990.18,113879.41,56943.66,144602.81,46452.37,36122.94,98314.98,116084.47,124148.24,69112.91,120775.44,43860.12,82129.97,inf,81583.6,129893.66,106112.5,154204.65,138549.72,90716.73,104549.29,122857.86,inf,122828.13,91270.28,162011.89,101049.74,92302.21,163009.14,78405.38,103795.74,83203.91,inf,110224.19,102477.83,116581.58,143077.8,94264.26,77628.63,137492.28,69722.33,17135.28,82277.97,68423.49,61995.78,140113.97,114351.43,inf,128919.66,146012.4,155430.53,11316.51,114654.43,65306.24,109935.04,83493.36,127347.03,inf,121776.88,107243.78,55789.19,136119.59,42137.37,103175.26,15346.5,107311.85,131746.77,36971.23,104120.59,67182.59,165981.95,112724.52,163703.92,65607.68,106247.78,106657.31,95116.8,88308.88,91411.35,75543.66,58882.62,18066.34,82500.77,141406.97,8573.37,111360.63,99119.25,94150.66,82936.05,51552.03,137570.25,133395.31,91426.41,83480.15,49123.42,31332.67,139188.9,62534.46,38279.21,123418.45,116546.39,110110.71,96941.17,12401.74,75318.17,56223.4,99058.59,130391.37,inf,79190.46,133955.37,116595.06,145791.29,140079.81,88765.03,54656.55,81000.74,144486.87,121473.1,118448.62,121817.83
Z-126,48837.77,118785.15,117063.3,135286.61,69799.52,123011.49,141798.43,106719.15,150391.56,153138.4,34659.27,80953.93,128448.3,84575.84,57294.62,88759.25,81946.59,inf,76649.3,167586.48,135701.94,115635.5,101620.45,64803.73,70403.94,51524.85,95367.82,30392.39,111674.87,49025.46,106104.77,88359.61,107907.08,72256.5,78023.44,131892.08,60754.38,25896.31,122337.38,85240.28,80558.19,96553.65,126720.24,122724.97,117976.0,85443.32,97446.17,50693.79,74185.74,105626.55,62678.63,146607.99,158137.3,84306.68,51315.75,122699.23,116145.52,104549.6,inf,176020.16,173025.17,106753.73,106432.54,199499.62,57855.07,129802.98,114337.78,92179.25,94077.6,100361.15,36814.07,115803.48,inf,78022.04,255468.45,160170.63,64163.43,25721.42,54012.7,98670.52,78236.37,50109.35,74880.98,123775.28,135963.98,78284.16,74732.92,97002.0,100033.91,89109.96,67585.59,46816.82,63253.58,119150.02,129870.23,62670.34,138536.07,137727.14,145903.24,136692.36,79098.32,55313.52,57371.82,123048.47,113189.88,75516.59,72659.88,123841.98,130093.45,114723.46,83204.9,133797.32,110673.22,122700.3,23274.3,147615.78,49734.13,91937.67,70415.06,61346.02,156259.24,170997.78,140340.5,127669.81,77598.76,inf,80493.93,117693.93,166314.18,58187.3,100628.9,62807.27,89686.15,123664.38,30104.01,144283.83,123160.65
Z-127,168908.63,39266.57,138178.33,162447.54,159705.87,84452.06,49713.25,110597.67,37461.0,92495.28,136871.84,80315.56,92235.5,111264.11,41898.19,41229.31,113040.26,83983.01,106087.46,134144.55,99273.67,125058.62,78624.06,124717.42,inf,74039.32,44135.72,110937.73,62844.24,118696.0,102295.15,84862.93,50143.24,130306.25,88921.31,146486.71,75877.13,68859.08,145141.94,inf,inf,32623.37,86016.49,42408.84,86586.08,90538.75,116564.37,102230.75,151807.96,120011.16,12701.1,151235.77,135980.89,73590.47,112020.88,116692.51,134929.18,76671.08,66285.98,119394.23,114516.11,inf,70704.23,97774.79,118836.33,133023.17,36978.71,66588.6,85216.58,105295.93,10899.73,184327.91,164113.82,inf,104746.28,151962.81,96590.13,99221.27,102647.09,131660.18,98668.83,168673.78,99727.57,95212.3,180589.31,55162.41,86935.64,98149.96,116719.19,82842.23,88792.91,64591.87,91560.69,88072.3,145315.18,127769.56,132940.9,133535.78,67015.11,101217.82,152184.12,122073.94,150466.04,130191.86,169430.2,81676.1,86567.85,222248.17,73714.14,146306.07,90453.6,124481.02,47921.54,139923.7,149191.08,85501.58,114702.03,105969.6,85935.94,141848.59,107032.28,108027.51,108182.11,131265.69,114568.26,170568.27,inf,75652.55,63437.23,32757.43,137339.22,109501.29,173150.23,47221.66,91449.11,94016.02,190521.45
Z-128,72122.55,78404.68,91044.96,93517.93,inf,121425.32,144100.03,106401.91,44854.83,96284.13,88680.49,124725.92,145621.3,122222.61,133180.54,82101.64,97499.67,104579.92,40397.24,58073.3,45092.96,12933.76,111101.79,52944.97,86392.59,87903.73,137841.25,89720.46,125405.59,82686.31,128676.85,136838.38,71994.19,124018.37,109066.17,50606.05,133993.03,60048.8,117947.56,164630.88,150767.65,123600.73,93096.02,124301.91,94399.82,83712.52,84584.15,95247.92,78257.5,75014.77,38051.36,136773.23,111245.29,inf,47028.34,5734.89,129824.64,123074.27,9234.93,109008.63,54904.41,63386.13,112975.06,183883.39,107141.48,71775.3,86976.87,93123.47,54545.57,131195.19,155452.28,110958.97,104835.44,163669.17,inf,50043.01,90320.97,139880.53,83833.26,131757.59,217697.38,105577.43,125612.83,207998.89,115677.05,165901.59,70352.19,45677.98,111470.63,183127.7,86732.39,121574.18,122103.85,177276.61,95355.29,59293.08,31117.71,131179.4,98189.5,112369.76,101128.14,162117.9,85785.79,109251.76,144502.39,76183.37,37984.53,124063.57,115873.05,63175.38,44666.2,145718.64,inf,101361.26,72956.25,88640.13,70412.79,81326.41,75540.43,111073.28,54985.29,170508.33,93695.46,74833.1,109060.05,133705.04,114698.78,inf,72392.7,60461.51,inf,144151.76,145050.44,61593.12,86675.37,91358.08,100166.17
Z-129,66896.57,127466.61,62084.05,115521.67,183432.93,195166.63,57656.81,75234.14,87041.77,164575.21,153777.05,41220.67,103035.17,89340.92,109605.33,129927.36,109366.06,87239.01,160531.46,168665.15,90658.9,113942.52,56325.83,107467.56,103920.18,170992.02,94621.26,58032.79,inf,66773.35,81154.43,73748.11,56200.18,125572.85,115601.72,70242.55,89644.15,inf,126682.7,107160.59,65646.66,inf,146445.45,125183.97,92805.6,95435.52,101763.18,166450.57,83218.25,106265.1,145458.1,148922.0,127527.98,95649.42,116338.86,inf,36729.4,56871.34,101483.74,108596.88,144939.53,43923.52,99498.24,162098.17,92125.86,94853.77,69167.41,108140.12,inf,118529.55,96956.09,100649.82,35864.61,56625.63,inf,91499.51,121798.16,109565.09,113849.06,178198.16,135591.39,98086.09,164060.96,119112.1,111122.98,46884.2,139006.48,97635.25,129724.33,74857.14,115197.95,171276.45,104919.87,98870.5,130789.41,69654.77,114292.53,89037.36,74073.6,3692.63,50167.17,40541.85,114369.24,67067.74,65362.97,63775.95,100730.43,92785.41,107832.41,112733.32,39795.84,63699.63,69689.37,116132.19,62961.08,91537.56,39808.34,104602.08,139826.04,103376.8,22685.2,104594.81,104313.88,30104.47,72326.99,69000.0,142985.3,80768.45,inf,146036.22,86505.48,inf,117406.42,176209.05,37689.87,136192.1,80876.88
Z-130,129319.25,inf,217050.31,111897.44,96148.18,85379.22,154971.97,193818.36,137388.54,93732.7,10861.59,178974.53,118888.09,148679.93,inf,53945.33,84127.79,83529.6,138042.95,80362.92,inf,41255.08,135359.0,58152.59,85947.7,82951.02,133033.19,82709.61,113022.2,92731.5,81317.82,104505.47,149996.3,58476.71,102634.18,139038.87,157594.87,85938.95,92308.55,183899.25,32059.38,53640.42,inf,62866.59,59879.6,87972.49,inf,57045.9,131108.53,inf,66805.25,70295.62,129776.26,79552.24,109936.68,74915.32,68905.84,37358.01,117769.95,108125.36,79674.47,163843.86,21538.86,57520.08,97296.3,112248.49,194041.54,98549.78,91681.96,65528.99,inf,126214.41,127.13,50410.3,101137.6,39278.94,76077.08,78476.97,143169.31,135421.25,124240.36,117814.08,97166.48,81493.54,91862.29,75590.4,218628.86,147868.52,42420.39,119872.41,73226.2,52803.57,136212.42,123189.34,110290.17,91991.86,194410.75,128917.18,77040.72,118792.74,94948.07,162086.12,150859.93,119637.37,71538.65,133520.8,83109.26,116731.29,85932.92,106012.27,36932.94,inf,76764.8,142507.36,74883.21,93181.15,65834.15,104230.41,156081.68,130086.73,105997.78,86373.22,20419.3,22591.49,115126.95,inf,99478.03,38435.34,100917.9,inf,64919.37,153555.14,92374.87,101043.37,30878.62,51436.76,98833.08
Z-131,133854.95,31751.25,91215.45,119568.59,30480.34,95553.05,69491.67,110222.1,49457.56,145741.45,inf,184937.67,121990.47,112164.0,76073.52,118064.44,73609.24,68959.31,134464.71,103369.89,80517.53,93391.47,53118.25,137331.08,117004.55,inf,12764.72,128473.95,110137.33,inf,96550.28,102137.42,100501.69,50154.28,74767.49,47190.63,inf,86399.93,83590.97,76784.62,105439.77,inf,67209.25,81499.76,169617.86,68933.82,118700.87,116418.04,49763.86,97512.2,inf,86511.83,119243.84,150661.79,inf,93728.7,193508.91,80390.99,40613.94,45946.13,130789.56,106306.79,82902.18,90377.66,74458.88,40791.51,85375.0,47340.3,39902.22,177774.35,150918.99,94879.06,59805.01,128183.82,92383.27,110415.6,131734.44,50769.01,112277.9,76552.52,78786.44,85611.05,124330.78,165332.97,52400.94,103647.32,24002.99,111073.32,113793.89,109408.89,125568.06,46516.5,129669.8,121526.5,48406.25,75420.71,164505.17,129831.68,118475.9,153767.36,37101.27,inf,67314.95,inf,37573.12,103094.28,68788.42,91862.37,42055.6,175816.36,56400.89,101740.56,149297.21,169853.69,90048.79,97196.28,69204.69,inf,142340.46,132153.55,97013.97,116192.05,64208.72,103005.85,62747.92,82865.98,122215.3,100136.98,98669.67,114934.19,inf,138492.29,140285.25,110691.86,99705.81,150364.06,177507.99
Z-132,172459.93,93315.46,32196.22,127760.67,47744.75,31242.73,46963.54,146684.84,47221.68,145563.98,99394.48,167079.97,155143.19,77787.98,108928.32,147564.13,53612.07,85889.09,98703.16,133954.56,165961.93,161042.33,145013.39,75475.03,174964.87,17294.86,124052.11,99354.46,91266.86,42176.11,148451.96,108515.03,152779.74,122637.53,98802.68,141634.06,63124.02,65355.34,157943.88,140782.9,79431.73,111943.09,137575.6,120778.69,99227.82,103366.9,74424.15,117857.0,67548.3,74498.22,114923.87,107001.91,64692.26,146554.86,105289.44,101807.24,69870.87,145376.6,110384.39,17909.83,105861.15,inf,85423.94,102005.36,85482.89,75907.62,63299.13,95979.13,130075.48,160336.47,132684.97,44192.56,72895.22,105474.29,131190.83,123244.37,97876.97,78760.45,44324.51,120919.4,175701.53,65875.55,101665.37,140481.71,53961.76,54637.55,75064.96,152090.55,54100.83,100911.03,169100.54,66348.43,85760.71,161967.6,165707.93,115043.64,54377.52,158654.77,150164.28,86717.77,149672.67,137804.78,125874.93,109280.58,125430.47,151666.02,inf,143592.76,77791.74,66331.93,43603.07,92241.32,116772.02,18275.3,65364.39,76781.63,103988.89,176217.84,164228.47,100202.52,145871.6,116423.1,101402.21,42420.88,128579.13,85499.6,69940.44,80624.99,129804.41,61527.82,59962.77,inf,115095.3,123425.98,66033.78,38740.77,20721.36
Z-133,131024.39,111090.76,137009.8,37295.47,68277.06,86047.16,97934.2,inf,99925.55,132148.22,106850.88,100467.59,105075.97,100419.06,123799.93,14707.37,62187.73,177898.55,110250.88,134716.85,197199.97,138011.13,116022.89,97140.64,inf,114324.87,138086.62,142289.1,209424.87,32782.56,111881.01,116621.83,68509.9,112237.13,64165.3,35932.94,73498.65,186397.91,inf,inf,108633.01,138240.33,130620.91,133843.91,98222.93,113521.13,98465.61,93659.59,70854.61,88618.06,177856.4,185981.77,108943.1,inf,148754.69,49147.31,140053.47,76783.4,84656.57,86786.43,135022.45,114673.67,56022.83,71491.23,145091.19,60325.23,83800.59,149093.65,126394.5,119699.15,92084.97,90926.14,85656.41,119382.16,151907.06,79897.52,83938.8,105449.88,157587.62,109338.02,58903.3,115690.2,138982.7,95247.66,49817.46,117732.06,51985.88,100000.02,167882.85,85626.95,88550.28,142491.24,97557.27,133518.74,90104.9,67097.34,104455.74,50269.9,103697.83,130496.9,58451.37,142447.85,81165.33,33365.28,44042.35,95268.89,150843.63,inf,81016.93,65306.94,inf,83437.92,110097.4,47659.65,95852.73,96124.58,129325.05,50853.02,95934.39,95377.41,114328.88,91499.23,13718.25,145091.13,inf,80174.77,85708.59,88205.71,129913.13,139733.19,86951.77,113955.04,inf,77015.01,inf,104113.38,122535.55
Z-134,92180.58,47182.67,79121.96,92197.01,inf,133284.92,94964.57,104753.35,inf,43244.45,146779.2,65942.26,47641.22,91532.06,55656.18,90179.49,inf,137691.58,97489.55,82806.34,inf,82739.68,114612.35,114482.29,108301.55,117802.97,164619.18,159204.61,inf,187851.14,129977.25,95247.72,158885.73,88909.64,65931.55,111102.69,118790.65,184156.07,168898.69,121420.64,132598.57,31784.92,94404.68,62627.62,103815.88,60550.44,inf,76176.17,53834.96,97262.02,145290.91,56741.33,81275.06,51925.41,124792.67,84097.73,105933.07,113228.12,100277.76,119726.4,67058.79,131098.74,105451.37,765.92,74640.95,207263.1,41521.87,147890.46,53559.52,125185.49,inf,63921.82,154949.78,120956.09,53075.78,93200.78,115245.31,93537.84,inf,122901.92,71100.97,inf,168720.37,inf,154321.21,111739.01,124112.28,111262.61,83251.48,116146.73,120572.04,91260.35,68450.9,97130.54,117380.75,210828.91,116222.85,132020.59,142225.89,65895.36,24974.8,118497.23,49331.09,122338.77,71445.38,31683.78,69137.59,89629.93,123331.66,222413.2,80024.63,88401.84,63116.89,44724.97,96051.59,114914.89,155333.24,129229.42,144230.88,89178.08,inf,27514.38,128121.83,108735.93,115688.85,134131.09,52343.53,67452.04,119109.31,141973.62,61791.34,124943.41,93563.75,inf,130545.94,127307.99,120054.37
Z-135,115313.73,107287.39,59774.0,107771.28,156504.66,80433.62,123361.23,33912.88,100689.31,inf,106222.92,122103.53,51010.69,80424.19,71040.95,123020.86,75762.83,122316.32,78898.03,60309.81,145852.92,64652.16,58154.08,185824.12,101332.47,129799.37,118363.47,80780.24,62217.79,102263.99,125613.94,58728.14,104733.02,122398.16,109746.49,97336.24,93042.28,84297.36,126459.75,56320.46,76959.52,39692.14,56621.8,55603.3,65072.11,107956.29,185993.41,158481.77,89101.77,107754.73,88366.54,137257.62,132021.93,124442.77,60480.71,107754.33,101118.46,93565.79,155533.45,59938.94,122982.46,85424.82,105592.26,97298.06,71427.36,147834.78,270.94,118775.46,136858.29,167856.09,35818.23,82205.27,143954.05,111303.97,152779.73,90543.12,38788.34,93251.54,40484.9,inf,93159.57,127996.88,41037.07,76183.25,70033.98,89112.81,136782.13,109085.65,123982.22,111980.58,56223.83,inf,130186.84,90364.72,203069.63,127447.18,inf,121964.5,45862.97,80900.8,41507.75,64833.43,115262.38,151974.64,115885.73,133232.33,121790.22,31012.97,140669.57,150240.6,115245.23,92654.35,63370.14,65792.04,44478.71,17529.39,132787.34,127621.12,105741.36,140470.67,54809.78,180921.38,inf,102917.14,87025.69,inf,111008.92,124244.61,58096.65,inf,71000.81,124979.46,64453.96,153087.61,inf,63447.54,159378.08
Z-136,37796.38,23689.08,100910.32,126563.15,9031.65,141129.41,50507.3,inf,89583.65,59949.22,129686.27,77926.28,94130.03,146037.3,113611.29,154077.79,70050.97,136663.65,95933.0,23616.15,77829.06,9115.69,83817.08,135374.06,177634.15,84178.24,99912.41,95516.59,77482.83,inf,inf,88034.16,81397.26,83068.73,71983.77,223869.14,99821.16,42512.55,87409.8,145897.72,113398.96,106158.22,64977.49,127264.44,61619.91,84725.36,38634.9,54313.38,67344.43,106425.3,113262.65,77484.72,133911.88,114261.67,48433.03,37051.28,95323.95,121112.22,162366.91,169.74,90041.46,114078.7,74311.36,68643.05,129892.82,74750.19,82411.76,inf,130213.33,92693.21,47621.71,inf,47589.17,97159.69,67566.04,138807.43,110602.66,inf,71831.22,58464.66,23552.55,172230.66,94741.28,102100.83,98736.98,61714.54,91535.11,60070.99,107128.5,inf,inf,156173.51,140746.23,42545.14,inf,148742.48,inf,125583.25,67860.12,138364.65,55118.66,92748.81,122570.23,161939.91,119925.94,111398.25,70590.25,74313.24,inf,inf,140576.2,120895.92,200499.88,120518.71,151728.73,134474.37,57242.29,101306.38,89628.89,110157.18,135695.03,51340.13,205876.94,41592.64,88988.55,193216.34,164743.34,93095.36,132537.03,168730.14,inf,171811.39,85702.2,97162.76,167189.79,inf,90000.34
Z-137,21117.79,92948.04,99191.15,138420.26,106798.29,118044.36,138969.3,153931.01,45709.11,89375.95,25196.55,inf,62554.34,18729.82,120944.57,138326.99,43982.45,145437.39,99868.34,92156.47,57843.49,123415.13,86782.21,51578.06,95268.21,162248.09,88870.96,63223.73,136004.35,140125.72,inf,82774.08,177345.04,104788.01,106046.45,inf,134086.14,95676.06,108782.19,58963.63,63373.8,121016.78,62771.28,73111.53,158153.3,inf,68243.52,117544.9,116364.4,101902.95,155009.51,120811.41,113850.18,104496.7,160347.26,84599.38,106599.58,44295.19,113872.31,95047.43,37483.61,120291.83,53911.18,97453.14,65426.11,159119.46,40724.68,62279.26,198299.02,69973.39,84239.83,129298.43,120280.27,85252.03,106761.93,133956.57,101567.18,63686.94,155892.77,97079.95,128720.66,87410.24,80409.22,84172.71,99554.33,128250.98,106330.87,69452.66,136310.35,31355.01,60787.28,112930.25,139612.82,109964.07,76906.81,54574.15,59603.83,inf,78595.6,49405.91,92839.28,56434.49,113230.8,126939.46,147850.18,20667.94,123597.55,139264.19,169739.68,83635.11,46842.51,175389.6,91406.48,154406.52,17072.77,58493.65,75703.88,110276.83,95208.79,96548.59,138127.22,88834.42,65858.59,122758.26,130676.68,72622.97,97315.09,inf,67759.49,165627.87,inf,94667.4,124758.83,118662.1,83005.79,111606.5,inf
